id,resume_id,name,gender,race
Teacher/Batch_2/Jessica Sandoval,24791126,Jessica Sandoval,female,native
Teacher/Batch_3/Geoffrey Ryan,66906212,Geoffrey Ryan,male,white
Teacher/Batch_3/Meredith Ryan,28086303,Meredith Ryan,female,white
Teacher/Batch_3/Tyrone Robinson,13296856,Tyrone Robinson,male,black
Teacher/Batch_3/Kenya Robinson,31552617,Kenya Robinson,female,black
Teacher/Batch_3/John Kim,13855004,John Kim,male,asian
Teacher/Batch_3/Grace Yang,90363254,Grace Yang,female,asian
Teacher/Batch_3/Luis Ramirez,22807104,Luis Ramirez,male,hispanic
Teacher/Batch_3/Elizabeth Sanchez,19918523,Elizabeth Sanchez,female,hispanic
Teacher/Batch_3/Robert Sandoval,62184086,Robert Sandoval,male,native
Teacher/Batch_3/Lisa Tsosie,22510753,Lisa Tsosie,female,native
Teacher/Batch_4/Geoffrey O’Brien,22551979,Geoffrey O’Brien,male,white
Teacher/Batch_4/Sarah McCarthy,45286020,Sarah McCarthy,female,white
Teacher/Batch_4/Jermaine Williams,34745915,Jermaine Williams,male,black
Teacher/Batch_4/Tanisha Williams,74816727,Tanisha Williams,female,black
Teacher/Batch_4/Andrew Tran,36569713,Andrew Tran,male,asian
Teacher/Batch_4/Grace Tran,28013287,Grace Tran,female,asian
Teacher/Batch_4/Jesus Lopez,29267293,Jesus Lopez,male,hispanic
Teacher/Batch_4/Sandra Rodriguez,19464810,Sandra Rodriguez,female,hispanic
Teacher/Batch_4/Joseph Oxendine,31552617,Joseph Oxendine,male,native
Teacher/Batch_4/Mary Locklear,34465087,Mary Locklear,female,native
Teacher/Batch_5/Greg Baker,36206485,Greg Baker,male,white
Teacher/Batch_5/Anne Kelly,34689720,Anne Kelly,female,white
Teacher/Batch_5/Tyrone Washington,29797594,Tyrone Washington,male,black
Teacher/Batch_5/Aisha Robinson,63391085,Aisha Robinson,female,black
Teacher/Batch_5/David Li,62184086,David Li,male,asian
Teacher/Batch_5/Jennifer Nguyen,29639533,Jennifer Nguyen,female,asian
Teacher/Batch_5/Juan Lopez,23939133,Juan Lopez,male,hispanic
Teacher/Batch_5/Martha Martinez,14958913,Martha Martinez,female,hispanic
Teacher/Batch_5/David Nez,23628651,David Nez,male,native
Teacher/Batch_5/Ashley Yazzie,45286020,Ashley Yazzie,female,native
Teacher/Batch_6/Neil Kelly,29486525,Neil Kelly,male,white
Teacher/Batch_6/Allison Ryan,34745915,Allison Ryan,female,white
Teacher/Batch_6/Jamal Jones,66906212,Jamal Jones,male,black
Teacher/Batch_6/Lakisha Washington,34689720,Lakisha Washington,female,black
Teacher/Batch_6/Jason Le,96547039,Jason Le,male,asian
Teacher/Batch_6/Jessica Le,37402097,Jessica Le,female,asian
Teacher/Batch_6/Jesus Garcia,28063132,Jesus Garcia,male,hispanic
Teacher/Batch_6/Martha Gonzalez,19464810,Martha Gonzalez,female,hispanic
Teacher/Batch_6/Joseph Chee,16210888,Joseph Chee,male,native
Teacher/Batch_6/Elizabeth Nez,13330982,Elizabeth Nez,female,native
Teacher/Batch_7/Todd Walsh,34745915,Todd Walsh,male,white
Teacher/Batch_7/Kristen O’Brien,29797594,Kristen O’Brien,female,white
Teacher/Batch_7/Kareem Williams,29486525,Kareem Williams,male,black
Teacher/Batch_7/Kenya Jones,23628651,Kenya Jones,female,black
Teacher/Batch_7/John Li,16210888,John Li,male,asian
Teacher/Batch_7/Jennifer Nguyen,14958913,Jennifer Nguyen,female,asian
Teacher/Batch_7/David Garcia,28063132,David Garcia,male,hispanic
Teacher/Batch_7/Rosa Sanchez,13087952,Rosa Sanchez,female,hispanic
Teacher/Batch_7/Michael Oxendine,34465087,Michael Oxendine,male,native
Teacher/Batch_7/Jennifer Begay,48547319,Jennifer Begay,female,native
Teacher/Batch_8/Neil Murray,38750659,Neil Murray,male,white
Teacher/Batch_8/Kristen Murphy,33704389,Kristen Murphy,female,white
Teacher/Batch_8/Tremayne Jackson,90363254,Tremayne Jackson,male,black
Teacher/Batch_8/Tamika Williams,62184086,Tamika Williams,female,black
Teacher/Batch_8/John Nguyen,23939133,John Nguyen,male,asian
Teacher/Batch_8/Grace Kim,66906212,Grace Kim,female,asian
Teacher/Batch_8/Jorge Perez,45286020,Jorge Perez,male,hispanic
Teacher/Batch_8/Ana Hernandez,22807104,Ana Hernandez,female,hispanic
Teacher/Batch_8/David Sandoval,34465087,David Sandoval,male,native
Teacher/Batch_8/Mary Chee,21773106,Mary Chee,female,native
Teacher/Batch_9/Brendan Murphy,18001081,Brendan Murphy,male,white
Teacher/Batch_9/Carrie Baker,22807104,Carrie Baker,female,white
Teacher/Batch_9/Hakim Williams,16270906,Hakim Williams,male,black
Teacher/Batch_9/Keisha Jackson,48547319,Keisha Jackson,female,black
Teacher/Batch_9/Michael Yang,22408666,Michael Yang,male,asian
Teacher/Batch_9/Emily Lee,28013287,Emily Lee,female,asian
Teacher/Batch_9/Luis Perez,13296856,Luis Perez,male,hispanic
Teacher/Batch_9/Jessica Martinez,14958913,Jessica Martinez,female,hispanic
Teacher/Batch_9/William Yazzie,62184086,William Yazzie,male,native
Teacher/Batch_9/Mary Nez,31552617,Mary Nez,female,native
Teacher/Batch_10/Matthew Baker,35421497,Matthew Baker,male,white
Teacher/Batch_10/Meredith O’Brien,37402097,Meredith O’Brien,female,white
Teacher/Batch_10/Kareem Washington,34745915,Kareem Washington,male,black
Teacher/Batch_10/Latonya Robinson,36569713,Latonya Robinson,female,black
Teacher/Batch_10/John Lee,34689720,John Lee,male,asian
Teacher/Batch_10/Maria Lee,19918523,Maria Lee,female,asian
Teacher/Batch_10/Miguel Lopez,38750659,Miguel Lopez,male,hispanic
Teacher/Batch_10/Rosa Perez,33704389,Rosa Perez,female,hispanic
Teacher/Batch_10/John Yazzie,96547039,John Yazzie,male,native
Teacher/Batch_10/Linda Sandoval,29797594,Linda Sandoval,female,native
Teacher/Batch_11/Geoffrey Murray,38750659,Geoffrey Murray,male,white
Teacher/Batch_11/Allison Murphy,13855004,Allison Murphy,female,white
Teacher/Batch_11/Tremayne Jackson,13296856,Tremayne Jackson,male,black
Teacher/Batch_11/Kenya Washington,31552617,Kenya Washington,female,black
Teacher/Batch_11/Andrew Lee,16210888,Andrew Lee,male,asian
Teacher/Batch_11/Grace Li,23939133,Grace Li,female,asian
Teacher/Batch_11/Jose Lopez,19918523,Jose Lopez,male,hispanic
Teacher/Batch_11/Jennifer Perez,35421497,Jennifer Perez,female,hispanic
Teacher/Batch_11/Michael Yazzie,34745915,Michael Yazzie,male,native
Teacher/Batch_11/Elizabeth Begay,24791126,Elizabeth Begay,female,native
Teacher/Batch_12/Neil McCarthy,28013287,Neil McCarthy,male,white
Teacher/Batch_12/Emily Murray,18001081,Emily Murray,female,white
Teacher/Batch_12/Leroy Robinson,13296856,Leroy Robinson,male,black
Teacher/Batch_12/Aisha Washington,96547039,Aisha Washington,female,black
Teacher/Batch_12/Kevin Kim,29486525,Kevin Kim,male,asian
Teacher/Batch_12/Sarah Nguyen,22510753,Sarah Nguyen,female,asian
Teacher/Batch_12/Juan Hernandez,66906212,Juan Hernandez,male,hispanic
Teacher/Batch_12/Maria Lopez,23939133,Maria Lopez,female,hispanic
Teacher/Batch_12/James Oxendine,90363254,James Oxendine,male,native
Teacher/Batch_12/Ashley Oxendine,36206485,Ashley Oxendine,female,native
Teacher/Batch_13/Brett O’Brien,13330982,Brett O’Brien,male,white
Teacher/Batch_13/Laurie Murray,12467531,Laurie Murray,female,white
Teacher/Batch_13/Rasheed Jones,74816727,Rasheed Jones,male,black
Teacher/Batch_13/Ebony Robinson,34465087,Ebony Robinson,female,black
Teacher/Batch_13/Michael Kim,29797594,Michael Kim,male,asian
Teacher/Batch_13/Amy Wang,38750659,Amy Wang,female,asian
Teacher/Batch_13/Jorge Rodriguez,48547319,Jorge Rodriguez,male,hispanic
Teacher/Batch_13/Maria Garcia,29267293,Maria Garcia,female,hispanic
Teacher/Batch_13/Joseph Yazzie,36206485,Joseph Yazzie,male,native
Teacher/Batch_13/Linda Oxendine,63391085,Linda Oxendine,female,native
