id,resume_id,name,gender,race
Finance/Batch_10/Jessica Tsosie,14413148,Jessica Tsosie,female,native
Finance/Batch_11/Brendan Sullivan,76454959,Brendan Sullivan,male,white
Finance/Batch_11/Kristen McCarthy,81677620,Kristen McCarthy,female,white
Finance/Batch_11/Jermaine Robinson,48285304,Jermaine Robinson,male,black
Finance/Batch_11/Kenya Washington,28623782,Kenya Washington,female,black
Finance/Batch_11/Michael Le,78229715,Michael Le,male,asian
Finance/Batch_11/Jennifer Lee,19405513,Jennifer Lee,female,asian
Finance/Batch_11/Jorge Martinez,14413148,Jorge Martinez,male,hispanic
Finance/Batch_11/Elizabeth Garcia,26231609,Elizabeth Garcia,female,hispanic
Finance/Batch_11/Christopher Locklear,26961846,Christopher Locklear,male,native
Finance/Batch_11/Jessica Yazzie,92524964,Jessica Yazzie,female,native
Finance/Batch_12/Neil Murray,27914096,Neil Murray,male,white
Finance/Batch_12/Laurie O’Brien,24411323,Laurie O’Brien,female,white
Finance/Batch_12/Tremayne Williams,26961846,Tremayne Williams,male,black
Finance/Batch_12/Tamika Washington,62850928,Tamika Washington,female,black
Finance/Batch_12/David Le,34250007,David Le,male,asian
Finance/Batch_12/Michelle Li,74849878,Michelle Li,female,asian
Finance/Batch_12/Carlos Lopez,17775916,Carlos Lopez,male,hispanic
Finance/Batch_12/Martha Ramirez,78229715,Martha Ramirez,female,hispanic
Finance/Batch_12/Robert Nez,24530382,Robert Nez,male,native
Finance/Batch_12/Mary Tsosie,16426777,Mary Tsosie,female,native
Finance/Batch_13/Matthew O’Brien,11490673,Matthew O’Brien,male,white
Finance/Batch_13/Meredith McCarthy,76454959,Meredith McCarthy,female,white
Finance/Batch_13/Tyrone Jackson,18640927,Tyrone Jackson,male,black
Finance/Batch_13/Aisha Williams,22622351,Aisha Williams,female,black
Finance/Batch_13/Joseph Le,84356308,Joseph Le,male,asian
Finance/Batch_13/Elizabeth Li,19405513,Elizabeth Li,female,asian
Finance/Batch_13/Miguel Garcia,27914096,Miguel Garcia,male,hispanic
Finance/Batch_13/Ana Hernandez,86549455,Ana Hernandez,female,hispanic
Finance/Batch_13/Robert Chee,24854026,Robert Chee,male,native
Finance/Batch_13/Jessica Oxendine,78229715,Jessica Oxendine,female,native
